customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6218-31299,Female,1,No,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.83,752.43,No
7438-90805,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,79.61,1751.42,Yes
5902-87820,Male,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,20.0,900.0,Yes
6511-76494,Male,0,No,No,40,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.26,1810.4,Yes
9351-79774,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,36.22,796.84,No
9025-83783,Male,0,Yes,Yes,30,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.98,1229.4,No
5911-72245,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,106.04,6574.48,No
1272-58281,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,111.48,5016.6,No
6427-98317,Female,0,No,Yes,35,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.5,3342.5,No
2795-64596,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.01,3318.42,Yes
6040-92478,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.09,215.45,Yes
1436-88238,Male,1,No,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,47.47,1281.69,No
8775-44803,Male,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),50.99,3569.3,No
4728-16731,Male,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,97.7,6057.4,No
8871-32349,Female,0,No,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,45.29,1449.28,No
9589-92447,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,117.34,938.72,Yes
7229-29369,Male,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),99.65,1793.7,No
4968-14138,Male,0,Yes,Yes,15,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),119.97,1799.55,No
2800-35006,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,65.92,1713.92,No
1310-67807,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),78.93,4183.29,No
6139-64890,Male,0,No,No,44,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,48.04,2113.76,No
3481-64127,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,80.37,2571.84,Yes
4340-63788,Female,1,No,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),117.39,3286.92,No
9221-90147,Male,1,No,Yes,39,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,23.04,898.56,No
8726-18163,Male,1,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.93,1565.76,No
3262-77984,Male,0,No,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48.13,866.34,No
4397-83516,Female,0,No,Yes,70,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),118.24,8276.8,No
6325-96799,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,33.26,365.86,No
8837-78875,Female,0,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.24,3239.68,No
7173-51124,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,47.46,949.2,Yes
3837-70249,Male,0,Yes,No,40,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.06,4242.4,No
9734-54869,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.78,550.24,Yes
9950-56437,Male,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,44.23,1548.05,No
5331-89963,Female,1,No,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.97,6276.93,No
8932-35200,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),104.16,2187.36,No
5038-46569,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),67.01,1608.24,No
5890-39473,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.4,1553.8,No
5876-47880,Female,0,Yes,Yes,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.16,686.88,No
4396-74094,Female,0,No,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.76,1365.12,No
6194-72888,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),29.64,474.24,No
6714-83464,Female,1,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.2,168.8,No
5480-47721,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.84,1660.56,No
2996-85166,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),35.28,1622.88,No
9899-59767,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),60.67,1880.77,No
7464-55237,Female,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,65.77,1644.25,No
3399-48070,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,71.86,1724.64,Yes
1689-47700,Female,0,No,No,65,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),24.08,1565.2,No
2294-55398,Female,0,No,Yes,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),41.91,1047.75,No
8247-95979,Female,0,Yes,Yes,28,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.78,2821.84,No
5201-72793,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),101.06,3638.16,No
4505-36485,Male,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,53.0,318.0,No
9824-45537,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),66.12,4363.92,No
5450-27992,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),38.35,2569.45,Yes
2789-90698,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,102.21,4906.08,No
4920-41779,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),115.67,8096.9,Yes
1831-97796,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.14,3292.38,No
9700-39579,Male,1,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),98.19,4713.12,No
4814-16880,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),55.24,3590.6,No
2641-64172,Female,1,Yes,Yes,44,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),20.26,891.44,No
6411-71918,Male,1,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),79.97,5038.11,No
2647-99285,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),61.04,2807.84,No
3252-10679,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.84,1820.96,No
3587-63334,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.88,6072.32,No
8793-72580,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),114.6,8136.6,Yes
4267-47649,Male,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.78,3189.0,No
6262-47409,Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.25,4299.75,Yes
1969-21725,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,60.04,2461.64,No
4804-80143,Male,1,No,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,49.69,347.83,Yes
1611-32946,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.78,754.02,Yes
7846-33040,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.8,411.2,Yes
1595-62034,Female,0,Yes,No,49,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),35.78,1753.22,No
9116-34420,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118.18,709.08,No
5742-14910,Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.38,1855.98,Yes
1151-49110,Male,1,No,Yes,15,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),98.01,1470.15,No
2758-53914,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,119.89,8032.63,No
5662-69552,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),70.4,4646.4,No
9901-78723,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,27.13,1519.28,Yes
9092-27589,Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.03,6734.04,Yes
9261-71344,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.08,3426.56,No
5470-35272,Female,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.24,2391.84,No
2845-53343,Female,0,Yes,Yes,29,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),22.41,649.89,No
3662-70150,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),33.58,2216.28,No
5215-34405,Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,52.4,1781.6,No
1230-54185,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.43,3035.61,Yes
5833-84420,Male,0,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,20.25,1215.0,No
4164-33002,Male,0,No,Yes,39,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),100.38,3914.82,No
7643-66059,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.49,4641.56,No
9442-52982,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.11,3639.96,No
2421-62538,Female,0,No,No,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.22,536.18,No
2562-34219,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.92,3956.4,Yes
3303-72580,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),115.39,2423.19,Yes
6301-42512,Male,1,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,32.04,736.92,No
1111-44181,Female,0,No,No,27,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),23.17,625.59,No
7284-40870,Male,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),107.37,2040.03,No
8319-44995,Female,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.49,3464.09,No
6400-49576,Female,0,No,No,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),84.64,2200.64,Yes
1187-44282,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,116.44,3260.32,No
6890-40972,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,96.98,6206.72,No
2017-97528,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),59.74,4062.32,No
2936-71000,Male,1,Yes,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.58,3242.58,Yes
6026-30934,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),34.47,1654.56,No
7642-99925,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.4,504.0,Yes
9233-50760,Female,1,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.54,2517.06,No
2923-93717,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.11,876.09,No
5833-58174,Female,0,Yes,No,64,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,111.59,7141.76,No
4618-38721,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.18,402.42,No
3188-72676,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.7,4879.4,No
3509-69634,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,97.16,1263.08,No
7121-64505,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,93.21,2330.25,No
9998-71712,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.37,3543.54,No
9806-97044,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.03,2380.17,Yes
4578-42435,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,111.85,3355.5,No
2341-78879,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,52.89,264.45,No
8319-79228,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.01,1710.18,Yes
6927-20237,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.67,2366.07,Yes
2838-18094,Female,0,No,No,50,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.84,1642.0,No
9972-76255,Male,1,No,Yes,6,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,114.71,688.26,Yes
4312-85065,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),97.6,4880.0,No
9792-29641,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,81.66,5389.56,No
3695-53007,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),57.34,57.34,Yes
9525-67912,Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.43,6294.51,Yes
2904-99167,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,732.0,No
4365-86434,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,63.18,3664.44,Yes
9008-21919,Male,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,95.66,4974.32,No
9361-68390,Male,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.11,3741.07,No
1911-69432,Male,0,No,Yes,48,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),40.23,1931.04,No
3161-77272,Male,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.76,24.76,Yes
7806-69873,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,100.29,1905.51,No
1945-83242,Male,1,No,Yes,46,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),62.19,2860.74,No
8575-98181,Male,0,No,No,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.35,2301.45,No
6049-12853,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,28.56,57.12,Yes
7487-43352,Female,0,Yes,No,56,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.06,4707.36,Yes
1049-38560,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,78.28,1330.76,No
2196-15936,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.4,2318.8,No
7941-55158,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,23.16,625.32,No
2044-80931,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,106.84,5876.2,Yes
1987-19046,Female,1,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),108.72,3479.04,No
8734-14159,Male,0,No,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),64.63,3877.8,No
5703-63591,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,27.67,774.76,No
3948-27750,Female,0,No,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.67,3210.76,Yes
7887-59081,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),27.2,680.0,No
7266-68790,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.07,2055.82,No
7184-59236,Male,0,No,No,71,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,69.32,4921.72,No
2314-99486,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.51,1759.67,Yes
9835-27431,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,70.26,491.82,No
6697-25549,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.91,3746.96,No
3924-80419,Female,1,No,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,108.07,6916.48,No
7439-79316,Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.4,2328.0,No
3086-39188,Male,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,74.93,2847.34,Yes
1056-12979,Male,0,No,No,58,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,65.47,3797.26,No
5888-70686,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,103.11,1649.76,No
9920-65591,Female,0,No,No,51,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,103.11,5258.61,No
9715-59712,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.94,1402.38,Yes
4762-42441,Female,1,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.62,3958.62,Yes
8546-55371,Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,35.41,566.56,No
3541-46129,Female,1,Yes,Yes,60,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,83.55,5013.0,No
4088-24790,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,103.4,4136.0,No
1527-96533,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.75,2596.25,No
7868-90599,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,52.3,104.6,No
1256-41544,Male,1,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.89,3114.72,Yes
4376-18819,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.51,5434.52,Yes
2653-87849,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.14,2235.36,Yes
1550-68515,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.69,103.38,Yes
1797-42077,Female,0,Yes,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.3,2879.5,No
1724-62725,Female,1,No,No,20,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.57,1791.4,Yes
8191-40715,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),67.99,2311.66,No
9843-38477,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,79.36,3253.76,No
1924-28367,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.87,3479.67,No
9255-47914,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.87,1745.01,No
4836-85511,Male,0,No,Yes,38,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.31,3089.78,Yes
6224-85690,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.75,4785.0,Yes
6253-41051,Female,1,No,Yes,67,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,106.82,7156.94,No
5944-28777,Male,1,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),34.9,2163.8,Yes
9540-38972,Male,0,No,Yes,12,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.65,943.8,Yes
